country,year,fatal_pc_km,fatal_mIn,accid_adj_pc_km,p_km,croad_inv_km,croad_maint_km,prop_motorwa,populat,unemploy,petrol_car,alcohol,mot_index_1000,den_populat,cgdp,cgdp_cap,precipit,prop_elder,dps,freight
Italy,2005,4.77,55.81,92.36,677.01,46977.14,64294.49,2.81,57874753.00,7.70,1.09,7.41,599.00,192.13,17897000000000000.00,30924.18,951.39,19.52,1.00,211.80
Italy,2006,4.69,54.68,93.25,676.26,70361.60,66281.81,2.76,58064214.00,6.80,1.07,7.26,607.90,192.76,1806000000000000.00,31104.14,822.98,19.85,1.00,187.07
Italy,2007,4.23,49.16,89.81,677.06,63371.87,45284.18,2.67,58223744.00,6.10,1.07,7.19,612.81,193.29,18481000000000000.00,31740.58,815.67,20.10,1.00,179.41
Italy,2008,3.93,45.27,83.94,676.36,57933.64,47746.09,2.66,58652875.00,6.70,1.00,6.84,615.57,194.71,18052000000000000.00,30777.21,1140.27,20.20,1.00,180.46
Italy,2009,3.26,39.75,80.40,719.91,24863.46,26481.07,2.67,59000586.00,7.70,0.96,6.40,616.47,195.87,17304000000000000.00,29329.24,1137.30,20.30,1.00,167.63
Italy,2010,3.34,39.40,83.24,698.39,14369.96,27294.02,2.62,59190143.00,8.40,0.94,6.95,620.90,196.49,17327000000000000.00,29274.27,1334.57,20.42,1.00,175.78
Italy,2011,3.18,35.64,84.02,665.33,17258.60,25998.67,2.66,59364690.00,8.40,0.93,6.98,625.17,197.07,17302000000000000.00,29145.87,916.98,20.50,1.00,142.84
Italy,2012,3.72,36.22,93.36,578.67,12444.41,28822.01,2.65,59394207.00,10.70,0.87,7.48,624.27,197.17,1657000000000000.00,27899.04,1046.78,20.83,1.00,124.02
Italy,2013,3.18,33.06,87.39,620.37,11129.35,35781.60,2.64,59685227.00,12.10,0.86,7.35,619.30,198.14,16149000000000000.00,27056.21,1268.31,21.18,1.00,127.24
Italy,2014,2.92,30.86,82.73,642.92,15111.52,37442.11,2.68,60782668.00,12.70,0.89,7.56,610.05,201.78,1625000000000000.00,26735.15,1335.49,21.41,1.00,117.81
Italy,2015,2.85,31.68,81.34,676.35,19886.80,35001.70,2.68,60795612.00,11.90,0.86,7.14,614.37,201.82,1654000000000000.00,27205.31,997.54,21.74,1.00,116.82
Italy,2016,2.58,30.00,80.22,704.54,13698.23,32952.23,2.71,60665551.00,11.70,0.83,7.08,624.34,201.39,16914000000000000.00,27880.78,1178.55,22.04,1.00,112.64
Latvia,1998,35.30,145.82,144.30,10.00,32.84,1477.98,0.00,2420789.00,14.46,1.20,8.94,199.39,37.48,126820000000000.00,5238.83,790.72,14.44,0.00,4.11
Latvia,1999,30.36,139.21,128.91,11.00,160.43,1796.85,0.00,2399248.00,13.79,1.09,8.84,219.24,37.15,130670000000000.00,5446.36,627.99,14.65,0.00,4.16
Latvia,2000,29.48,142.33,125.04,11.50,247.55,897.37,0.00,2381715.00,14.21,1.15,7.13,233.78,36.87,156290000000000.00,6562.12,665.82,14.83,0.00,4.79
Latvia,2001,28.75,146.60,124.75,12.00,291.46,728.66,0.00,2353384.00,13.82,1.30,6.68,249.09,36.44,163680000000000.00,6954.95,732.07,15.09,0.00,5.36
Latvia,2002,28.08,151.23,142.16,12.50,229.32,716.61,0.00,2320956.00,13.83,1.26,7.44,266.74,35.93,173890000000000.00,7492.03,589.32,15.42,0.00,6.20
Latvia,2003,26.38,149.17,154.23,13.00,1303.20,1416.52,0.00,2299390.00,12.06,1.27,8.24,282.21,35.60,174810000000000.00,7602.50,665.24,15.84,0.00,6.81
Latvia,2004,32.50,164.29,160.78,11.51,1477.10,1638.24,0.00,2276520.00,11.71,1.26,8.81,301.38,35.25,183580000000000.00,8064.28,709.57,16.24,1.00,7.38
Latvia,2005,26.17,140.91,129.71,12.11,3475.77,1750.39,0.00,2249724.00,10.03,1.23,9.92,330.00,34.83,202320000000000.00,8993.25,596.39,16.64,1.00,8.39
Latvia,2006,18.47,116.25,102.86,14.02,3716.86,2658.26,0.00,2227874.00,7.03,1.24,10.40,368.97,34.49,236860000000000.00,10631.47,549.74,17.00,1.00,10.75
Latvia,2007,15.92,114.99,96.82,15.96,4921.06,4303.27,0.00,2208840.00,6.05,1.27,12.12,409.66,34.20,28520000000000.00,12911.56,765.38,17.39,1.00,13.20
Latvia,2008,15.37,99.92,109.59,14.25,5039.12,4279.55,0.00,2191810.00,7.74,1.16,11.84,425.60,33.93,266150000000000.00,12143.05,757.30,17.60,1.00,12.34
Latvia,2009,14.64,86.00,91.08,12.70,2360.03,2342.15,0.00,2162834.00,17.51,1.04,9.85,418.11,33.49,200680000000000.00,9278.34,737.58,17.82,1.00,8.12
Latvia,2010,11.37,66.02,85.52,12.31,2391.49,2062.89,0.00,2120504.00,19.48,1.56,9.83,300.24,32.83,192470000000000.00,9076.52,789.55,18.12,1.00,10.59
Latvia,2011,11.10,60.73,100.71,11.35,3896.90,2194.20,0.00,2074605.00,16.21,1.42,10.11,295.15,32.12,209760000000000.00,10110.70,643.04,18.37,1.00,12.13
Latvia,2012,10.76,60.64,94.81,11.53,3274.00,2067.79,0.00,2044813.00,15.05,1.35,10.20,302.36,31.66,222110000000000.00,10861.90,787.44,18.56,1.00,12.18
Latvia,2013,10.74,62.26,93.58,11.73,3427.98,2291.06,0.00,2023825.00,11.87,1.33,10.43,313.56,31.33,229690000000000.00,11349.15,587.46,18.77,1.00,12.82
Latvia,2014,11.33,71.45,93.93,12.63,3213.41,2632.26,0.00,2001468.00,10.85,1.35,10.60,328.66,30.99,236460000000000.00,11814.19,703.98,19.07,1.00,13.67
Latvia,2015,10.63,72.50,84.40,13.54,3485.40,2935.98,0.00,1986096.00,9.87,1.42,10.82,341.90,30.75,244050000000000.00,12288.14,571.43,19.39,1.00,14.69
Latvia,2016,9.21,65.01,90.01,13.90,3249.28,2992.76,0.00,1968957.00,9.64,1.47,11.19,337.32,30.48,249610000000000.00,12677.14,692.91,19.63,1.00,14.23
Netherlands,1998,5.08,44.46,99.79,137.10,14533.09,5318.04,1.71,15654192.00,5.10,1.63,9.93,390.95,376.97,5736500000000000.00,36644.85,1250.26,13.48,0.00,78.50
Netherlands,1999,5.19,46.51,99.10,141.30,15818.28,5494.21,1.76,15760225.00,4.20,1.60,10.06,402.47,379.53,5736300000000000.00,36397.52,911.82,13.52,0.00,83.56
Netherlands,2000,5.02,44.63,90.32,141.10,17800.14,5400.85,1.74,15863950.00,3.70,1.55,10.06,412.19,382.02,6075100000000000.00,38294.96,980.50,13.57,0.00,79.57
Netherlands,2001,4.65,41.16,87.11,141.60,18078.41,5373.60,1.92,15987075.00,3.10,1.52,9.95,419.78,384.99,6117500000000000.00,38265.56,1075.78,13.60,0.00,78.49
Netherlands,2002,4.43,39.68,81.12,144.20,21299.30,5972.03,1.91,16105285.00,3.70,1.52,9.68,425.64,387.84,6102500000000000.00,37891.09,1026.58,13.65,1.00,77.42
Netherlands,2003,4.67,42.12,76.79,146.10,21144.00,5331.41,1.92,16192572.00,4.80,1.54,9.56,426.68,389.94,6159300000000000.00,38037.68,720.66,13.71,1.00,79.77
Netherlands,2004,4.39,40.90,80.51,151.60,20752.31,5432.59,1.94,16258032.00,5.70,1.54,9.56,430.06,391.51,6285300000000000.00,38659.70,964.03,13.85,1.00,89.70
Netherlands,2005,3.26,29.74,62.68,148.80,14843.94,6578.15,2.02,16305526.00,5.90,1.53,9.67,434.94,392.66,6456600000000000.00,39597.82,826.44,14.04,1.00,84.16
Netherlands,2006,3.02,27.37,55.61,148.00,14693.84,9239.17,2.01,16334210.00,5.00,1.55,9.78,442.63,393.35,6690600000000000.00,40960.75,878.18,14.27,1.00,83.19
Netherlands,2007,2.95,26.84,57.78,148.80,14647.45,9512.13,1.99,16357992.00,4.20,1.52,9.51,451.89,393.92,7000900000000000.00,42798.05,1065.98,14.48,1.00,77.92
Netherlands,2008,2.93,26.27,52.16,147.00,18639.53,10458.19,2.02,16405399.00,3.70,1.50,9.61,459.73,395.06,7140100000000000.00,43523.04,959.56,14.72,1.00,78.16
Netherlands,2009,2.84,25.17,43.38,146.30,19791.69,6926.67,2.01,16485787.00,4.40,1.44,9.22,462.34,397.00,6847800000000000.00,41537.38,837.03,14.99,1.00,72.68
Netherlands,2010,2.20,19.13,26.57,144.20,19030.46,10003.40,2.02,16574989.00,5.00,1.41,9.32,466.73,399.15,6914800000000000.00,41718.28,876.17,15.31,1.00,76.84
Netherlands,2011,2.14,18.55,20.88,144.40,18431.40,2603.12,2.02,16655799.00,5.00,1.41,9.17,471.85,401.09,6895900000000000.00,41402.41,867.91,15.58,1.00,75.54
Netherlands,2012,2.49,20.80,14.25,139.70,16393.89,4444.70,2.02,16730348.00,5.80,1.34,9.28,473.15,402.89,6757900000000000.00,40392.92,1039.54,16.24,1.00,70.09
Netherlands,2013,1.79,15.50,28.18,145.40,14770.76,4149.95,2.02,16779575.00,7.30,1.29,8.54,472.73,404.07,6628500000000000.00,39503.63,794.81,16.83,1.00,72.08
Netherlands,2014,1.81,15.57,73.66,144.97,14440.62,5044.66,2.03,16829289.00,7.40,1.21,8.16,474.12,405.27,6713200000000000.00,39890.01,907.96,17.34,1.00,72.34
Netherlands,2015,2.75,22.72,36.73,139.50,13089.24,5008.69,2.06,16900726.00,6.90,1.20,8.03,479.32,406.99,6894300000000000.00,40792.80,914.98,17.80,1.00,68.90
Netherlands,2016,2.26,18.73,36.99,140.80,10965.42,4805.23,2.08,16979120.00,6.00,1.18,8.29,484.30,408.88,7051100000000000.00,41527.81,840.86,18.17,1.00,67.96
Poland,1998,25.81,94.21,124.56,141.10,1321.99,488.83,0.07,38659979.00,10.20,1.03,8.32,229.97,123.64,2743800000000000.00,7097.17,743.91,11.69,1.00,69.54
Poland,1999,24.66,91.19,107.50,143.00,1254.88,575.40,0.09,38666983.00,13.40,1.07,8.22,240.08,123.66,2493900000000000.00,6449.79,730.80,11.88,1.00,70.45
Poland,2000,26.24,89.22,121.79,130.10,3903.81,1717.83,0.10,38263303.00,16.10,0.88,8.40,261.12,122.37,266900000000000.00,6975.43,681.15,12.14,1.00,75.02
Poland,2001,22.72,78.58,114.20,132.30,3921.13,2386.65,0.11,38253955.00,18.30,0.83,7.74,274.56,122.34,2868400000000000.00,7498.39,801.31,12.35,1.00,77.23
Poland,2002,22.57,80.15,109.77,135.80,3695.78,2823.68,0.11,38242197.00,20.00,0.76,8.02,288.40,122.30,2781100000000000.00,7272.29,714.83,12.58,1.00,80.32
Poland,2003,21.15,78.21,100.24,141.30,3534.69,2520.80,0.11,38218531.00,19.80,0.81,9.06,294.20,122.23,2542800000000000.00,6653.30,533.33,12.79,1.00,85.99
Poland,2004,20.14,77.43,97.92,146.80,4141.32,3533.33,0.15,38190608.00,19.10,0.86,9.19,313.56,122.14,2620700000000000.00,6862.25,649.68,12.96,1.00,102.81
Poland,2005,19.36,77.25,90.79,152.30,6119.63,4124.38,0.14,38173835.00,17.90,0.90,9.50,323.23,122.08,3078200000000000.00,8063.75,608.09,13.15,1.00,111.83
Poland,2006,18.48,75.84,85.23,156.60,8371.28,5366.92,0.17,38157055.00,13.90,0.92,10.40,350.76,122.03,3369600000000000.00,8830.82,644.08,13.30,1.00,128.32
Poland,2007,18.69,79.58,88.33,162.30,10774.78,4741.10,0.17,38125479.00,9.60,0.93,10.90,382.66,121.93,3759700000000000.00,9861.45,746.75,13.42,1.00,150.88
Poland,2008,17.02,77.08,82.11,172.60,13511.82,6010.94,0.20,38115641.00,7.10,0.91,11.40,421.87,121.90,4183600000000000.00,10976.18,637.26,13.46,1.00,164.93
Poland,2009,13.14,62.96,68.93,182.76,15355.20,6731.15,0.22,38135876.00,8.10,0.90,10.70,432.53,121.96,3503900000000000.00,9187.88,692.30,13.49,1.00,180.74
Poland,2010,11.10,55.10,58.24,188.81,17254.61,6987.83,0.21,38022869.00,9.70,0.92,10.04,453.41,121.60,3887700000000000.00,10224.70,869.77,13.57,1.00,202.31
Poland,2011,11.79,58.59,57.60,189.10,20910.57,6731.69,0.26,38062718.00,9.70,0.89,10.21,476.19,121.73,3950700000000000.00,10379.51,590.03,13.61,1.00,207.65
Poland,2012,10.14,50.42,52.77,189.32,10623.11,1037.46,0.33,38063792.00,10.10,0.83,10.19,492.44,121.73,3916900000000000.00,10290.36,629.20,13.96,1.00,222.33
Poland,2013,9.19,46.66,50.53,193.34,5903.68,1049.48,0.36,38062535.00,10.30,0.75,10.79,509.41,121.73,3918100000000000.00,10293.86,647.43,14.39,1.00,247.59
Poland,2014,8.81,45.66,48.73,197.03,4098.42,912.22,0.37,38017856.00,9.00,0.73,10.45,526.17,121.59,4072200000000000.00,10711.19,681.33,14.89,1.00,250.93
Poland,2015,8.43,44.47,46.41,200.57,5153.89,986.51,0.37,38005614.00,7.50,0.75,10.48,545.27,121.55,4302500000000000.00,11320.68,517.22,15.42,1.00,260.71
Poland,2016,8.59,46.12,48.07,203.78,7304.53,994.44,0.39,37967209.00,6.20,0.81,10.43,570.90,121.42,426100000000000.00,11222.91,702.17,15.96,1.00,290.75
Portugal,1998,17.64,111.41,253.38,64.00,209426.82,24786.25,10.97,10133758.00,6.10,1.57,12.48,305.91,109.68,1662700000000000.00,16407.17,655.08,15.60,0.00,36.68
Portugal,1999,16.60,110.83,218.21,68.00,155847.28,24604.01,12.02,10186634.00,5.50,1.55,13.18,323.95,110.26,1673100000000000.00,16424.42,736.74,15.84,0.00,26.09
Portugal,2000,15.99,110.74,198.83,71.00,179711.06,14777.90,12.52,10249022.00,5.10,1.60,13.08,335.93,110.93,1757300000000000.00,17145.94,1016.05,16.03,0.00,26.84
Portugal,2001,12.99,92.06,188.33,73.20,279890.30,24954.12,13.81,10330774.00,5.10,1.49,13.41,362.61,111.82,1766800000000000.00,17101.99,933.93,16.34,0.00,29.97
Portugal,2002,12.55,93.80,183.22,77.70,246818.92,18422.45,14.80,10394669.00,6.20,1.47,13.23,375.19,112.51,1782100000000000.00,17144.77,907.15,16.57,0.00,29.72
Portugal,2003,10.87,84.83,165.79,81.50,211699.11,21460.89,15.90,10444592.00,7.40,1.52,14.21,382.97,113.05,1783600000000000.00,17076.45,931.32,16.75,0.00,27.43
Portugal,2004,8.89,70.47,142.86,83.00,238480.08,21899.06,16.48,10473050.00,7.80,1.52,13.47,391.48,113.36,1818100000000000.00,17359.74,575.55,16.94,0.00,40.82
Portugal,2005,8.35,67.65,133.89,85.00,167962.18,16324.08,18.49,10494672.00,8.80,1.42,13.34,400.20,113.59,1856800000000000.00,17692.79,522.47,17.18,0.00,42.61
Portugal,2006,6.06,49.56,124.60,86.00,162211.88,17845.49,19.74,10511988.00,8.90,1.41,13.12,408.11,113.78,1875800000000000.00,17844.57,955.27,17.36,0.00,44.84
Portugal,2007,6.76,55.54,120.89,86.60,174871.45,16463.56,20.25,10532588.00,9.10,1.38,12.59,415.76,114.00,1939600000000000.00,18415.36,580.91,17.54,0.00,46.20
Portugal,2008,5.36,44.16,113.30,87.00,180408.44,11699.18,20.58,10553339.00,8.80,1.37,12.35,417.69,114.22,1923500000000000.00,18226.82,712.47,17.72,0.00,39.09
Portugal,2009,5.28,42.98,121.48,86.00,200926.36,10268.83,20.63,10563014.00,10.70,1.35,12.03,421.94,114.33,1906700000000000.00,18051.12,871.42,17.97,0.00,35.81
Portugal,2010,5.41,42.84,116.32,83.70,103529.01,11640.23,20.86,10573479.00,12.00,1.28,12.23,443.75,114.44,1918700000000000.00,18146.00,1080.48,18.26,0.00,35.37
Portugal,2011,4.86,38.21,100.10,83.19,68153.05,11062.04,20.41,10572721.00,12.90,1.19,11.91,445.68,114.43,1824300000000000.00,17254.31,799.76,18.69,0.00,36.45
Portugal,2012,3.91,30.45,86.35,82.13,39111.53,10492.02,20.92,10542398.00,15.80,1.21,10.86,403.99,114.11,1702600000000000.00,16150.30,656.91,19.04,0.00,32.94
Portugal,2013,3.48,27.18,90.31,81.87,52650.39,8482.21,21.25,10487289.00,16.40,1.17,10.54,412.64,113.51,170800000000000.00,16286.42,915.34,19.38,0.00,36.56
Portugal,2014,3.49,27.91,88.56,83.34,29428.31,8196.12,21.42,10427301.00,14.10,1.09,10.35,450.71,112.86,173500000000000.00,16638.65,1080.65,19.85,0.00,34.86
Portugal,2015,3.43,27.95,86.39,84.47,36089.07,8287.91,21.42,10374822.00,12.60,1.10,10.54,455.23,112.29,1795600000000000.00,17307.48,590.91,20.29,0.00,31.84
Portugal,2016,2.89,25.24,79.75,90.46,31168.55,8785.59,21.41,10341330.00,11.20,1.09,10.66,469.01,111.93,1846600000000000.00,17856.64,909.68,20.70,1.00,34.88
Slovakia,1998,23.26,83.34,168.95,19.30,34119.08,5800.24,1.65,5387650.00,12.70,1.12,12.13,222.01,110.30,56210000000000.00,10433.18,875.78,11.24,0.00,17.88
Slovakia,1999,17.22,68.79,128.59,21.54,20983.81,5554.54,1.66,5393382.00,16.50,1.10,12.13,229.24,110.42,519170000000000.00,9626.13,930.87,11.32,0.00,18.52
Slovakia,2000,13.25,58.72,104.89,23.93,20809.46,6142.00,1.67,5398657.00,18.90,1.03,11.06,236.02,110.53,515550000000000.00,9549.64,816.91,11.40,0.00,14.34
Slovakia,2001,13.47,60.24,108.75,24.06,17196.99,5817.89,1.67,5378783.00,19.50,1.03,10.73,240.35,110.12,51850000000000.00,9639.70,904.85,11.44,0.00,13.80
Slovakia,2002,14.01,65.07,103.09,24.98,21474.69,5699.05,1.70,5378951.00,18.80,1.23,10.78,246.68,110.12,542140000000000.00,10078.90,887.32,11.39,0.00,14.93
Slovakia,2003,13.56,63.63,110.05,25.22,15976.48,5477.65,1.76,5374873.00,17.70,1.08,9.85,252.32,110.04,560180000000000.00,10422.12,560.82,11.47,0.00,16.75
Slovakia,2004,13.26,62.55,109.07,25.33,16980.86,5801.79,1.78,5371875.00,18.40,1.21,10.03,222.83,109.98,581650000000000.00,10827.72,851.04,11.57,0.00,18.53
Slovakia,2005,12.74,61.24,106.45,25.82,10071.70,2797.69,0.75,5372685.00,16.40,1.25,10.83,242.65,109.99,619670000000000.00,11533.73,950.43,11.68,0.00,22.57
Slovakia,2006,12.26,60.12,106.29,26.34,11022.51,3486.44,0.75,5372928.00,13.50,1.27,10.31,248.23,110.00,658730000000000.00,12260.24,757.51,11.82,0.00,22.21
Slovakia,2007,13.96,67.56,112.30,25.99,13672.34,4101.70,0.83,5373180.00,11.20,1.31,10.63,266.86,110.00,727020000000000.00,13530.50,767.48,11.96,0.00,27.16
Slovakia,2008,12.35,60.64,111.92,26.40,14332.52,4069.73,0.88,5376064.00,9.60,1.31,11.43,287.37,110.06,757550000000000.00,14091.26,743.44,12.10,0.00,29.28
Slovakia,2009,7.87,38.64,92.05,26.42,16569.88,4805.77,0.89,5382401.00,12.10,1.15,10.69,295.22,110.19,703590000000000.00,13072.09,774.84,12.24,0.00,27.71
Slovakia,2010,7.96,39.70,84.86,26.88,8609.22,4405.30,0.96,5390410.00,14.50,1.26,10.55,309.64,110.36,739530000000000.00,13719.37,1113.69,12.44,0.00,27.58
Slovakia,2011,7.59,37.83,92.09,26.89,10438.75,3793.71,0.97,5392446.00,13.70,1.17,10.78,324.40,110.40,746320000000000.00,13840.09,587.69,12.58,0.00,29.18
Slovakia,2012,7.43,37.01,67.35,26.94,7243.72,4495.30,0.97,5404322.00,14.00,1.10,10.66,337.54,110.64,745080000000000.00,13786.75,650.18,12.78,0.00,29.69
Slovakia,2013,4.86,24.40,71.96,27.16,8264.95,4683.47,0.97,5410836.00,14.20,1.07,10.54,347.41,110.78,738960000000000.00,13657.04,778.96,13.13,0.00,30.15
Slovakia,2014,6.42,32.31,64.29,27.25,12640.93,4160.02,0.97,5415949.00,13.20,1.03,10.89,359.88,110.88,758030000000000.00,13996.30,959.10,13.54,0.00,31.36
Slovakia,2015,6.21,31.54,66.62,27.53,25501.69,4521.57,1.04,5421349.00,11.50,0.98,10.78,375.29,110.99,796910000000000.00,14699.50,697.17,13.96,0.00,33.54
Slovakia,2016,5.53,28.38,75.01,27.84,16978.34,4857.94,1.04,5426252.00,9.70,1.03,10.14,391.02,111.09,811470000000000.00,14954.51,816.51,14.45,0.00,36.14
Slovenia,1998,11.33,108.32,143.36,18.98,13178.78,4660.18,0.99,1984923.00,7.40,1.49,14.61,410.09,97.91,386070000000000.00,19450.31,1637.49,13.22,1.00,3.80
Slovenia,1999,11.46,116.26,123.19,20.07,16222.38,4654.72,1.00,1978334.00,7.40,1.35,12.28,429.15,97.58,37310000000000.00,18859.24,1632.65,13.58,1.00,4.20
Slovenia,2000,10.48,107.16,199.95,20.33,15692.16,3332.47,1.00,1987755.00,6.70,1.30,12.80,437.18,98.05,355820000000000.00,17900.77,1367.40,13.85,1.00,5.30
Slovenia,2001,8.99,93.97,204.27,20.80,11598.51,2695.43,1.20,1990094.00,6.20,1.34,11.58,444.70,98.16,344510000000000.00,17311.27,1371.44,14.14,1.00,7.04
Slovenia,2002,8.83,94.28,212.38,21.29,12314.23,2484.77,1.21,1994026.00,6.30,1.33,9.87,458.62,98.36,341660000000000.00,17134.36,1737.36,14.47,1.00,6.61
Slovenia,2003,7.97,85.21,241.76,21.33,16302.46,2601.46,1.27,1995033.00,6.70,1.39,11.55,446.11,98.41,34300000000.00,17192.46,1206.79,14.77,1.00,7.04
Slovenia,2004,8.67,95.67,246.71,22.04,16575.42,2573.20,1.28,1996433.00,6.30,1.42,10.01,456.31,98.48,350160000000000.00,17539.39,1769.65,15.03,1.00,9.01
Slovenia,2005,7.86,88.61,201.25,22.51,14638.83,3220.54,1.50,1997590.00,6.50,1.43,11.19,480.58,98.53,359630000000000.00,18003.41,1655.59,15.34,1.00,11.03
Slovenia,2006,7.39,84.86,205.95,23.01,18148.67,4434.23,1.53,2003358.00,6.00,1.48,12.26,489.18,98.82,376390000000000.00,18787.77,1629.07,15.62,1.00,12.11
Slovenia,2007,8.17,98.99,179.31,24.36,20242.57,4224.80,1.52,2010377.00,4.90,1.63,11.02,504.38,99.17,405470000000000.00,20169.10,1624.58,15.90,1.00,13.73
Slovenia,2008,5.67,70.14,137.31,24.88,19593.94,4178.54,1.79,2010269.00,4.40,1.87,10.94,519.92,99.16,414420000000000.00,20615.08,1831.39,16.26,1.00,16.26
Slovenia,2009,4.15,52.65,126.75,25.78,11350.33,4221.43,1.92,2032362.00,5.90,1.56,10.52,521.00,100.25,39400000000.00,19386.22,1745.22,16.44,1.00,14.76
Slovenia,2010,3.04,38.10,109.07,25.64,6056.93,3754.75,1.98,2046976.00,7.30,1.61,10.31,518.64,100.97,38580000000000.00,18847.46,2003.08,16.53,1.00,15.93
Slovenia,2011,3.69,45.85,100.79,25.49,3009.19,3277.87,1.98,2050189.00,8.20,1.70,10.61,520.20,101.13,386830000000000.00,18867.99,1254.24,16.53,1.00,16.44
Slovenia,2012,3.48,42.81,97.34,25.30,2669.45,3140.53,1.98,2055496.00,8.90,1.72,10.95,518.62,101.39,369450000000000.00,17973.84,1558.58,16.78,1.00,15.89
Slovenia,2013,2.86,34.97,93.09,25.17,2665.75,3152.76,1.98,2058821.00,10.10,1.64,9.53,516.70,101.55,362470000000000.00,17605.91,1826.78,17.10,1.00,15.91
Slovenia,2014,2.65,32.99,84.64,25.64,3268.20,2885.21,1.98,2061085.00,9.70,1.62,10.92,518.35,101.67,372550000000000.00,18075.43,2266.78,17.47,1.00,16.27
Slovenia,2015,3.12,39.27,86.09,26.00,2623.12,3240.32,1.99,2062874.00,9.00,1.58,11.49,522.93,101.75,38820000000000.00,18818.39,1491.66,17.91,1.00,17.91
Slovenia,2016,3.29,42.15,84.48,26.48,2571.98,3549.33,1.99,2064188.00,8.00,1.65,10.51,531.21,101.82,402870000000000.00,19517.14,1819.33,18.41,1.00,18.71
Spain,1998,17.42,119.85,160.73,276.17,30346.72,9458.23,5.06,40143449.00,16.40,1.48,11.58,399.82,79.43,8597600000000000.00,21417.23,535.02,15.97,0.00,125.00
Spain,1999,16.04,116.79,152.57,293.54,25536.47,9934.96,5.43,40303568.00,13.60,1.48,11.33,418.03,79.75,8619200000000000.00,21385.62,604.97,16.29,0.00,134.26
Spain,2000,15.55,116.26,147.78,302.61,27918.91,10501.60,5.53,40470182.00,11.90,1.47,11.84,431.16,80.08,9109500000000000.00,22509.22,635.58,16.53,0.00,148.72
Spain,2001,14.75,111.69,147.69,307.96,29383.30,10803.24,5.84,40665545.00,10.60,1.49,12.35,446.35,80.47,9517800000000000.00,23404.97,617.48,16.79,0.00,161.05
Spain,2002,14.08,108.08,142.45,315.00,32956.50,11396.26,5.93,41035278.00,11.50,1.48,10.74,456.51,81.20,978800000000000.00,23852.73,634.01,17.01,0.00,184.55
Spain,2003,13.92,107.13,147.76,321.93,32335.24,11379.53,6.26,41827838.00,11.50,1.56,11.35,446.78,82.77,10246000000000000.00,24495.06,699.61,16.96,0.00,192.60
Spain,2004,11.63,90.25,132.61,330.19,30442.92,11994.62,6.51,42547451.00,11.00,1.54,11.68,459.30,84.19,10677000000000000.00,25094.13,558.59,16.80,0.00,220.82
Spain,2005,10.81,84.33,126.18,337.80,35516.97,12980.88,6.90,43296338.00,9.20,1.54,11.92,467.71,85.67,11161000000000000.00,25778.80,445.70,16.56,0.00,233.23
Spain,2006,9.88,76.55,144.37,340.94,34531.53,14465.91,7.26,44009971.00,8.50,1.52,11.86,478.37,87.08,11583000000000000.00,26318.57,649.57,16.64,1.00,241.79
Spain,2007,8.98,68.82,145.12,343.29,34588.71,14663.78,7.84,44784666.00,8.20,1.53,11.05,485.88,88.62,12108000000000000.00,27035.12,589.25,16.54,1.00,258.88
Spain,2008,7.19,53.95,127.93,342.61,32900.92,16677.52,8.19,45668939.00,11.30,1.43,10.24,484.90,90.37,11964000000000000.00,26197.28,759.55,16.44,1.00,242.98
Spain,2009,6.08,46.06,116.41,350.40,33348.16,15646.75,8.47,46239273.00,17.90,1.36,9.99,475.44,91.50,11593000000000000.00,25071.91,690.55,16.56,1.00,211.90
Spain,2010,5.65,41.52,114.67,341.63,24800.19,15625.31,8.60,46486619.00,19.90,1.32,9.78,476.44,91.99,11354000000000000.00,24424.87,856.29,16.80,1.00,210.07
Spain,2011,4.80,34.35,107.41,334.02,16248.67,13150.49,8.76,46667174.00,21.40,1.26,9.01,477.36,92.34,10974000000000000.00,23516.47,596.52,17.11,1.00,206.84
Spain,2012,4.49,30.78,110.34,321.05,17162.13,10854.26,8.88,46818219.00,24.80,1.12,8.83,475.20,92.64,10422000000000000.00,22260.71,575.25,17.36,1.00,199.21
Spain,2013,3.88,26.30,117.83,316.54,13369.65,11585.19,9.06,46727890.00,26.10,1.13,8.77,471.35,92.46,10102000000000000.00,21619.42,778.10,17.68,1.00,192.60
Spain,2014,4.04,26.79,113.85,308.70,12325.72,10754.90,9.05,46512199.00,24.50,1.14,8.70,473.63,92.04,10232000000000000.00,21998.04,748.16,18.15,1.00,195.77
Spain,2015,3.93,26.87,108.83,317.55,12604.43,10906.19,9.24,46449565.00,22.10,1.17,8.26,481.29,91.91,10767000000000000.00,23179.64,588.97,18.50,1.00,209.39
Spain,2016,3.91,27.80,111.32,329.88,11068.17,10620.68,9.33,46440099.00,19.60,1.17,8.58,492.61,91.89,11138000000000000.00,23982.83,709.06,18.72,1.00,217.00
Sweden,1998,4.09,41.03,74.71,88.81,9685.71,6808.45,1.04,8847625.00,8.20,1.68,6.80,428.48,19.66,3208900000000000.00,36268.84,929.69,17.43,0.00,33.30
Sweden,1999,3.95,44.72,69.55,100.18,8456.86,6404.82,1.07,8854322.00,6.70,1.69,6.88,439.33,19.68,3231100000000000.00,36491.49,769.73,17.37,0.00,33.20
Sweden,2000,4.14,48.41,65.22,103.65,8214.25,6728.80,1.08,8861426.00,5.60,1.65,6.20,451.28,19.69,3560600000000000.00,40180.58,966.76,17.29,0.00,35.62
